Country	Location	Measure	Year	Unit	Value
Germany	DEU	Life_expectancy_at_birth_total	2013	Years	80.9
Greece	GRC	Infant_mortality	2011	Deaths_per_1_000_live_births	3.4
Greece	GRC	Infant_mortality	2012	Deaths_per_1_000_live_births	2.9
Greece	GRC	Infant_mortality	2013	Deaths_per_1_000_live_births	3.7
Greece	GRC	Population_levels	2011	Inhabitants	11124
Greece	GRC	Population_levels	2012	Inhabitants	11090
Greece	GRC	Population_levels	2013	Inhabitants	11361.18
Greece	GRC	Population_levels	2014	Inhabitants	11380.9
Greece	GRC	Total_fertility_rates	2011	Children	1.4
Greece	GRC	Total_fertility_rates	2012	Children	1.35
Greece	GRC	Total_fertility_rates	2013	Children	1.3
Greece	GRC	GDP_per_capita	2011	US_Dollar	26626.233
Greece	GRC	GDP_per_capita	2012	US_Dollar	25980.028
Greece	GRC	GDP_per_capita	2013	US_Dollar	26753.065
Greece	GRC	GDP_per_capita	2014	US_Dollar	26794.844
Greece	GRC	Gross_national_income_per_capita	2011	US_Dollar	25899.267
Greece	GRC	Gross_national_income_per_capita	2012	US_Dollar	26152.426
Greece	GRC	Gross_national_income_per_capita	2013	US_Dollar	26710.96
Greece	GRC	Gross_national_income_per_capita	2014	US_Dollar	26784.013
Greece	GRC	Real_household_disposable_income	2011	Growth_rate	-11.375081
Greece	GRC	Real_household_disposable_income	2012	Growth_rate	-9.721883
Greece	GRC	Real_household_disposable_income	2013	Growth_rate	-6.3511838
Greece	GRC	Real_household_disposable_income	2014	Growth_rate	-0.90603665
Greece	GRC	Household_net_saving_rates	2011	Percentage	-8.8634559
Greece	GRC	Household_net_saving_rates	2012	Percentage	-10.91219
Greece	GRC	Household_net_saving_rates	2013	Percentage	-15.65148
Greece	GRC	Household_net_saving_rates	2014	Percentage	-17.275871
Greece	GRC	Income_inequality_Gini_coefficient,_level,_late_2000s	2011	0-1_scale	0.335
Greece	GRC	Income_inequality_Gini_coefficient,_level,_late_2000s	2012	0-1_scale	0.34
Greece	GRC	Poverty_rate_50%_of_children_(age_0-17)	2011	Ratio	0.158
Greece	GRC	Poverty_rate_50%_of_children_(age_0-17)	2012	Ratio	0.157
Greece	GRC	Income_inequality_Gini_coefficient,_rank,_late_2000s	2011	0-1_scale	12.6
Greece	GRC	Income_inequality_Gini_coefficient,_rank,_late_2000s	2012	0-1_scale	12.5
Greece	GRC	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2011	Interdecile_ratio_P90_P10	6.3
Greece	GRC	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2012	Interdecile_ratio_P90_P10	6.4
Greece	GRC	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2011	Number	4.8
Greece	GRC	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2012	Number	4.9
Greece	GRC	Total_tax_revenue	2011	Percentage	32.172
Greece	GRC	Total_tax_revenue	2012	Percentage	33.755
Greece	GRC	Taxes_on_income_and_profits	2011	Percentage	6.992
Greece	GRC	Taxes_on_income_and_profits	2012	Percentage	8.354
Greece	GRC	Taxes_on_goods_and_services	2011	Percentage	12.69
Greece	GRC	Taxes_on_goods_and_services	2012	Percentage	12.592
Greece	GRC	Taxes_on_the_average_worker	2011	Percentage	43.189
Greece	GRC	Taxes_on_the_average_worker	2012	Percentage	42.913
Greece	GRC	Taxes_on_the_average_worker	2013	Percentage	41.623
Greece	GRC	Taxes_on_the_average_worker	2014	Percentage	40.407
Greece	GRC	Life_expectancy_at_birth_total	2011	Years	80.8
Greece	GRC	Life_expectancy_at_birth_total	2012	Years	80.7
Greece	GRC	Life_expectancy_at_birth_total	2013	Years	81.4
Iceland	ISL	Infant_mortality	2011	Deaths_per_1_000_live_births	0.9
Iceland	ISL	Infant_mortality	2012	Deaths_per_1_000_live_births	1.1
Iceland	ISL	Infant_mortality	2013	Deaths_per_1_000_live_births	1.8
Iceland	ISL	Population_levels	2011	Inhabitants	319.0135
Iceland	ISL	Population_levels	2012	Inhabitants	319.575
Iceland	ISL	Population_levels	2013	Inhabitants	322.086
Iceland	ISL	Population_levels	2014	Inhabitants	324.988
Iceland	ISL	Total_fertility_rates	2011	Children	2.02
Iceland	ISL	Total_fertility_rates	2012	Children	2.04
Iceland	ISL	Total_fertility_rates	2013	Children	1.93
Iceland	ISL	GDP_per_capita	2011	US_Dollar	39558.432
Iceland	ISL	GDP_per_capita	2012	US_Dollar	40277.885
Iceland	ISL	GDP_per_capita	2013	US_Dollar	42715.132
Iceland	ISL	GDP_per_capita	2014	US_Dollar	43992.755
Iceland	ISL	Gross_national_income_per_capita	2011	US_Dollar	34541.103
Iceland	ISL	Gross_national_income_per_capita	2012	US_Dollar	36349.005
Iceland	ISL	Gross_national_income_per_capita	2013	US_Dollar	41799.645
Iceland	ISL	Real_household_disposable_income	2012	Growth_rate	-1.746942459
Iceland	ISL	Income_inequality_Gini_coefficient,_level,_late_2000s	2011	0-1_scale	0.251
Iceland	ISL	Income_inequality_Gini_coefficient,_level,_late_2000s	2012	0-1_scale	0.252
Iceland	ISL	Poverty_rate_50%_of_children_(age_0-17)	2011	Ratio	0.057
Iceland	ISL	Poverty_rate_50%_of_children_(age_0-17)	2012	Ratio	0.061
Iceland	ISL	Income_inequality_Gini_coefficient,_rank,_late_2000s	2011	0-1_scale	5.6
Iceland	ISL	Income_inequality_Gini_coefficient,_rank,_late_2000s	2012	0-1_scale	5.5
Iceland	ISL	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2011	Interdecile_ratio_P90_P10	3.6
Iceland	ISL	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2012	Interdecile_ratio_P90_P10	3.6
Iceland	ISL	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2011	Number	2.8
Iceland	ISL	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2012	Number	2.9
Iceland	ISL	Total_tax_revenue	2011	Percentage	35.976
Iceland	ISL	Total_tax_revenue	2012	Percentage	37.188
Iceland	ISL	Taxes_on_income_and_profits	2011	Percentage	16.383
Iceland	ISL	Taxes_on_income_and_profits	2012	Percentage	17.027
Iceland	ISL	Taxes_on_goods_and_services	2011	Percentage	12.498
Iceland	ISL	Taxes_on_goods_and_services	2012	Percentage	12.937
Iceland	ISL	Taxes_on_the_average_worker	2011	Percentage	34.081
Iceland	ISL	Taxes_on_the_average_worker	2012	Percentage	33.818
Iceland	ISL	Taxes_on_the_average_worker	2013	Percentage	34.136
Iceland	ISL	Taxes_on_the_average_worker	2014	Percentage	33.527
Iceland	ISL	Life_expectancy_at_birth_total	2011	Years	82.4
Iceland	ISL	Life_expectancy_at_birth_total	2012	Years	83
Iceland	ISL	Life_expectancy_at_birth_total	2013	Years	82.1
Ireland	IRL	Infant_mortality	2011	Deaths_per_1_000_live_births	3.5
Ireland	IRL	Infant_mortality	2012	Deaths_per_1_000_live_births	3.5
Ireland	IRL	Infant_mortality	2013	Deaths_per_1_000_live_births	3.5
Ireland	IRL	Population_levels	2011	Inhabitants	4574.9
Ireland	IRL	Population_levels	2012	Inhabitants	4585.4
Ireland	IRL	Population_levels	2013	Inhabitants	4593.1
Ireland	IRL	Population_levels	2014	Inhabitants	4609.6
Ireland	IRL	Total_fertility_rates	2011	Children	2.04
Ireland	IRL	Total_fertility_rates	2012	Children	2.01
Ireland	IRL	Total_fertility_rates	2013	Children	1.96
Ireland	IRL	GDP_per_capita	2011	US_Dollar	45669.963
Ireland	IRL	GDP_per_capita	2012	US_Dollar	46030.188
Ireland	IRL	GDP_per_capita	2013	US_Dollar	47563.122
Ireland	IRL	GDP_per_capita	2014	US_Dollar	49402.406
Ireland	IRL	Gross_national_income_per_capita	2011	US_Dollar	37618.079
Ireland	IRL	Gross_national_income_per_capita	2012	US_Dollar	38094.061
Ireland	IRL	Gross_national_income_per_capita	2013	US_Dollar	40595.364
Ireland	IRL	Gross_national_income_per_capita	2014	US_Dollar	42834.462
Ireland	IRL	Real_household_disposable_income	2011	Growth_rate	-3.4599063
Ireland	IRL	Real_household_disposable_income	2012	Growth_rate	-0.95414333
Ireland	IRL	Real_household_disposable_income	2013	Growth_rate	-2.3383941
Ireland	IRL	Real_household_disposable_income	2014	Growth_rate	0.58847669
Ireland	IRL	Household_net_saving_rates	2011	Percentage	3.5738016
Ireland	IRL	Household_net_saving_rates	2012	Percentage	3.4839665
Ireland	IRL	Household_net_saving_rates	2013	Percentage	0.97410768
Ireland	IRL	Household_net_saving_rates	2014	Percentage	-0.39708917
Ireland	IRL	Income_inequality_Gini_coefficient,_level,_late_2000s	2011	0-1_scale	0.3
Ireland	IRL	Income_inequality_Gini_coefficient,_level,_late_2000s	2012	0-1_scale	0.302
Ireland	IRL	Poverty_rate_50%_of_children_(age_0-17)	2011	Ratio	0.092
Ireland	IRL	Poverty_rate_50%_of_children_(age_0-17)	2012	Ratio	0.084
Ireland	IRL	Income_inequality_Gini_coefficient,_rank,_late_2000s	2011	0-1_scale	7.5
Ireland	IRL	Income_inequality_Gini_coefficient,_rank,_late_2000s	2012	0-1_scale	7.3
Ireland	IRL	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2011	Interdecile_ratio_P90_P10	4.7
Ireland	IRL	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2012	Interdecile_ratio_P90_P10	4.6
Ireland	IRL	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2011	Number	3.8
Ireland	IRL	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2012	Number	3.8
Ireland	IRL	Total_tax_revenue	2011	Percentage	27.903
Ireland	IRL	Total_tax_revenue	2012	Percentage	28.283
Ireland	IRL	Taxes_on_income_and_profits	2011	Percentage	11.431
Ireland	IRL	Taxes_on_income_and_profits	2012	Percentage	12.107
Ireland	IRL	Taxes_on_goods_and_services	2011	Percentage	9.584
Ireland	IRL	Taxes_on_goods_and_services	2012	Percentage	9.865
Ireland	IRL	Taxes_on_the_average_worker	2011	Percentage	25.817
Ireland	IRL	Taxes_on_the_average_worker	2012	Percentage	25.895
Ireland	IRL	Taxes_on_the_average_worker	2013	Percentage	27.057
Ireland	IRL	Taxes_on_the_average_worker	2014	Percentage	28.184
Ireland	IRL	Life_expectancy_at_birth_total	2011	Years	80.8
Ireland	IRL	Life_expectancy_at_birth_total	2012	Years	81
Ireland	IRL	Life_expectancy_at_birth_total	2013	Years	81.1
Italy	ITA	Obesity_rate_among_the_adult_population	2011	Percentage	10
Italy	ITA	Infant_mortality	2011	Deaths_per_1_000_live_births	2.9
Italy	ITA	Infant_mortality	2012	Deaths_per_1_000_live_births	2.9
Italy	ITA	Infant_mortality	2013	Deaths_per_1_000_live_births	2.9
Italy	ITA	Population_levels	2011	Inhabitants	60626.44
Italy	ITA	Population_levels	2012	Inhabitants	60916.2
Italy	ITA	Population_levels	2013	Inhabitants	61178.36
Italy	ITA	Population_levels	2014	Inhabitants	61417.63
Italy	ITA	Total_fertility_rates	2011	Children	1.39
Italy	ITA	Total_fertility_rates	2012	Children	1.42
Italy	ITA	Total_fertility_rates	2013	Children	1.39
Italy	ITA	GDP_per_capita	2011	US_Dollar	35464.255
Italy	ITA	GDP_per_capita	2012	US_Dollar	35424.197
Italy	ITA	GDP_per_capita	2013	US_Dollar	35464.982
Italy	ITA	GDP_per_capita	2014	US_Dollar	35419.399
Italy	ITA	Gross_national_income_per_capita	2011	US_Dollar	35377.197
Italy	ITA	Gross_national_income_per_capita	2012	US_Dollar	35380.712
Italy	ITA	Gross_national_income_per_capita	2013	US_Dollar	35426.699
Italy	ITA	Gross_national_income_per_capita	2014	US_Dollar	35452.935
Italy	ITA	Real_household_disposable_income	2011	Growth_rate	-0.45696019
Italy	ITA	Real_household_disposable_income	2012	Growth_rate	-5.6891009
Italy	ITA	Real_household_disposable_income	2013	Growth_rate	-0.60035972
Italy	ITA	Real_household_disposable_income	2014	Growth_rate	-0.27548835
Italy	ITA	Household_net_saving_rates	2011	Percentage	3.5982917
Italy	ITA	Household_net_saving_rates	2012	Percentage	1.8449267
Italy	ITA	Household_net_saving_rates	2013	Percentage	3.9107198
Italy	ITA	Household_net_saving_rates	2014	Percentage	3.3863481
Italy	ITA	Income_inequality_Gini_coefficient,_level,_late_2000s	2011	0-1_scale	0.322
Italy	ITA	Income_inequality_Gini_coefficient,_level,_late_2000s	2012	0-1_scale	0.326
Italy	ITA	Poverty_rate_50%_of_children_(age_0-17)	2011	Ratio	0.119
Italy	ITA	Poverty_rate_50%_of_children_(age_0-17)	2012	Ratio	0.124
Italy	ITA	Income_inequality_Gini_coefficient,_rank,_late_2000s	2011	0-1_scale	10.2
Italy	ITA	Income_inequality_Gini_coefficient,_rank,_late_2000s	2012	0-1_scale	11.3
Italy	ITA	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2011	Interdecile_ratio_P90_P10	5.6
Italy	ITA	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2012	Interdecile_ratio_P90_P10	5.7
Italy	ITA	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2011	Number	4.2
Italy	ITA	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2012	Number	4.3
Italy	ITA	Total_tax_revenue	2011	Percentage	43.009
Italy	ITA	Total_tax_revenue	2012	Percentage	44.42
Italy	ITA	Taxes_on_income_and_profits	2011	Percentage	13.868
Italy	ITA	Taxes_on_income_and_profits	2012	Percentage	14.586
Italy	ITA	Taxes_on_goods_and_services	2011	Percentage	11.236
Italy	ITA	Taxes_on_goods_and_services	2012	Percentage	11.313
Italy	ITA	Taxes_on_the_average_worker	2011	Percentage	47.576
Italy	ITA	Taxes_on_the_average_worker	2012	Percentage	47.723
Italy	ITA	Taxes_on_the_average_worker	2013	Percentage	47.851
Italy	ITA	Taxes_on_the_average_worker	2014	Percentage	48.219
Italy	ITA	Life_expectancy_at_birth_total	2011	Years	82.3
Italy	ITA	Life_expectancy_at_birth_total	2012	Years	82.3
Italy	ITA	Life_expectancy_at_birth_total	2013	Years	82.8
Japan	JPN	Obesity_rate_among_the_adult_population	2011	Percentage	4.1
Japan	JPN	Infant_mortality	2011	Deaths_per_1_000_live_births	2.3
Japan	JPN	Infant_mortality	2012	Deaths_per_1_000_live_births	2.2
Japan	JPN	Infant_mortality	2013	Deaths_per_1_000_live_births	2.1
Japan	JPN	Population_levels	2011	Inhabitants	127799
Japan	JPN	Population_levels	2012	Inhabitants	127515
Japan	JPN	Population_levels	2013	Inhabitants	127298
Japan	JPN	Population_levels	2014	Inhabitants	126948.8
Japan	JPN	Total_fertility_rates	2011	Children	1.39
Japan	JPN	Total_fertility_rates	2012	Children	1.41
Japan	JPN	Total_fertility_rates	2013	Children	1.43
Japan	JPN	GDP_per_capita	2011	US_Dollar	34331.618
Japan	JPN	GDP_per_capita	2012	US_Dollar	35738.275
Japan	JPN	GDP_per_capita	2013	US_Dollar	36619.923
Japan	JPN	GDP_per_capita	2014	US_Dollar	36580.606
Japan	JPN	Gross_national_income_per_capita	2011	US_Dollar	35399.987
Japan	JPN	Gross_national_income_per_capita	2012	US_Dollar	36870.155
Japan	JPN	Gross_national_income_per_capita	2013	US_Dollar	37968.378
Japan	JPN	Gross_national_income_per_capita	2014	US_Dollar	38059.775
Japan	JPN	Real_household_disposable_income	2011	Growth_rate	0.73514399
Japan	JPN	Real_household_disposable_income	2012	Growth_rate	1.0125387
Japan	JPN	Real_household_disposable_income	2013	Growth_rate	0.41525048
Japan	JPN	Real_household_disposable_income	2014	Growth_rate	-1.3049457
Japan	JPN	Household_net_saving_rates	2011	Percentage	2.6412911
Japan	JPN	Household_net_saving_rates	2012	Percentage	1.3586172
Japan	JPN	Household_net_saving_rates	2013	Percentage	0.02859235
Japan	JPN	Household_net_saving_rates	2014	Percentage	-0.4700522
Japan	JPN	Total_tax_revenue	2011	Percentage	28.627
Japan	JPN	Taxes_on_income_and_profits	2011	Percentage	8.644
Japan	JPN	Taxes_on_income_and_profits	2012	Percentage	8.805
Japan	JPN	Taxes_on_goods_and_services	2011	Percentage	5.275
Japan	JPN	Taxes_on_goods_and_services	2012	Percentage	5.248
Japan	JPN	Taxes_on_the_average_worker	2011	Percentage	30.849
Japan	JPN	Taxes_on_the_average_worker	2012	Percentage	31.275
Japan	JPN	Taxes_on_the_average_worker	2013	Percentage	31.576
Japan	JPN	Taxes_on_the_average_worker	2014	Percentage	31.87
Japan	JPN	Life_expectancy_at_birth_total	2011	Years	82.7
Japan	JPN	Life_expectancy_at_birth_total	2012	Years	83.2
Japan	JPN	Life_expectancy_at_birth_total	2013	Years	83.4
Luxembourg	LUX	Obesity_rate_among_the_adult_population	2011	Percentage	23.5
Luxembourg	LUX	Infant_mortality	2011	Deaths_per_1_000_live_births	4.3
Luxembourg	LUX	Infant_mortality	2012	Deaths_per_1_000_live_births	2.5
Luxembourg	LUX	Infant_mortality	2013	Deaths_per_1_000_live_births	3.9
Luxembourg	LUX	Population_levels	2011	Inhabitants	518.346
Luxembourg	LUX	Population_levels	2012	Inhabitants	530.946
Luxembourg	LUX	Population_levels	2013	Inhabitants	492.218
Luxembourg	LUX	Population_levels	2014	Inhabitants	496.531
Luxembourg	LUX	Total_fertility_rates	2011	Children	1.51
Luxembourg	LUX	Total_fertility_rates	2012	Children	1.57
Luxembourg	LUX	Total_fertility_rates	2013	Children	1.55
Luxembourg	LUX	GDP_per_capita	2011	US_Dollar	90888.714
Luxembourg	LUX	GDP_per_capita	2012	US_Dollar	90693.649
Luxembourg	LUX	GDP_per_capita	2013	US_Dollar	95587.309
Luxembourg	LUX	GDP_per_capita	2014	US_Dollar	98110.109
Luxembourg	LUX	Gross_national_income_per_capita	2011	US_Dollar	63275.5
Luxembourg	LUX	Gross_national_income_per_capita	2012	US_Dollar	63084.121
Luxembourg	LUX	Gross_national_income_per_capita	2013	US_Dollar	62669.206
Luxembourg	LUX	Gross_national_income_per_capita	2014	US_Dollar	65337.851
Luxembourg	LUX	Real_household_disposable_income	2011	Growth_rate	1.7733374
Luxembourg	LUX	Real_household_disposable_income	2012	Growth_rate	2.4351621
Luxembourg	LUX	Household_net_saving_rates	2011	Percentage	13.568301
Luxembourg	LUX	Household_net_saving_rates	2012	Percentage	13.739397
Luxembourg	LUX	Income_inequality_Gini_coefficient,_level,_late_2000s	2011	0-1_scale	0.277
Luxembourg	LUX	Income_inequality_Gini_coefficient,_level,_late_2000s	2012	0-1_scale	0.299
Luxembourg	LUX	Poverty_rate_50%_of_children_(age_0-17)	2011	Ratio	0.079
Luxembourg	LUX	Poverty_rate_50%_of_children_(age_0-17)	2012	Ratio	0.079
Luxembourg	LUX	Income_inequality_Gini_coefficient,_rank,_late_2000s	2011	0-1_scale	5.9
Luxembourg	LUX	Income_inequality_Gini_coefficient,_rank,_late_2000s	2012	0-1_scale	7
Luxembourg	LUX	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2011	Interdecile_ratio_P90_P10	4.1
Luxembourg	LUX	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2012	Interdecile_ratio_P90_P10	4.5
Luxembourg	LUX	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2011	Number	3.4
Luxembourg	LUX	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2012	Number	3.5
Luxembourg	LUX	Total_tax_revenue	2011	Percentage	36.996
Luxembourg	LUX	Total_tax_revenue	2012	Percentage	37.756
Luxembourg	LUX	Taxes_on_income_and_profits	2011	Percentage	13.344
Luxembourg	LUX	Taxes_on_income_and_profits	2012	Percentage	13.398
Luxembourg	LUX	Taxes_on_goods_and_services	2011	Percentage	9.982
Luxembourg	LUX	Taxes_on_goods_and_services	2012	Percentage	10.566
Luxembourg	LUX	Taxes_on_the_average_worker	2011	Percentage	36.256
Luxembourg	LUX	Taxes_on_the_average_worker	2012	Percentage	36.005
Luxembourg	LUX	Taxes_on_the_average_worker	2013	Percentage	37.228
Luxembourg	LUX	Taxes_on_the_average_worker	2014	Percentage	37.566
Luxembourg	LUX	Life_expectancy_at_birth_total	2011	Years	81.1
Luxembourg	LUX	Life_expectancy_at_birth_total	2012	Years	81.5
Luxembourg	LUX	Life_expectancy_at_birth_total	2013	Years	81.9
Netherlands	NLD	Obesity_rate_among_the_adult_population	2011	Percentage	11.4
Netherlands	NLD	Infant_mortality	2011	Deaths_per_1_000_live_births	3.6
Netherlands	NLD	Infant_mortality	2012	Deaths_per_1_000_live_births	3.7
Netherlands	NLD	Infant_mortality	2013	Deaths_per_1_000_live_births	3.8
Netherlands	NLD	Population_levels	2011	Inhabitants	16693.07
Netherlands	NLD	Population_levels	2012	Inhabitants	16754.96
Netherlands	NLD	Population_levels	2013	Inhabitants	16804.43
Netherlands	NLD	Population_levels	2014	Inhabitants	16918.49
Netherlands	NLD	Total_fertility_rates	2011	Children	1.76
Netherlands	NLD	Total_fertility_rates	2012	Children	1.72
Netherlands	NLD	Total_fertility_rates	2013	Children	1.68
Netherlands	NLD	GDP_per_capita	2011	US_Dollar	46388.5
Netherlands	NLD	GDP_per_capita	2012	US_Dollar	46457.074
Netherlands	NLD	GDP_per_capita	2013	US_Dollar	47967.163
Netherlands	NLD	GDP_per_capita	2014	US_Dollar	48256.193
Netherlands	NLD	Gross_national_income_per_capita	2011	US_Dollar	47236.861
Netherlands	NLD	Gross_national_income_per_capita	2012	US_Dollar	47413.774
Netherlands	NLD	Gross_national_income_per_capita	2013	US_Dollar	48913.894
Netherlands	NLD	Gross_national_income_per_capita	2014	US_Dollar	48864.592
Netherlands	NLD	Real_household_disposable_income	2011	Growth_rate	0.63432667
Netherlands	NLD	Real_household_disposable_income	2012	Growth_rate	-1.1707291
Netherlands	NLD	Real_household_disposable_income	2013	Growth_rate	-0.93386563
Netherlands	NLD	Real_household_disposable_income	2014	Growth_rate	1.3139572
Netherlands	NLD	Household_net_saving_rates	2011	Percentage	5.7894651
Netherlands	NLD	Household_net_saving_rates	2012	Percentage	6.8218799
Netherlands	NLD	Household_net_saving_rates	2013	Percentage	7.3379132
Netherlands	NLD	Household_net_saving_rates	2014	Percentage	8.2125829
Netherlands	NLD	Income_inequality_Gini_coefficient,_level,_late_2000s	2011	0-1_scale	0.283
Netherlands	NLD	Income_inequality_Gini_coefficient,_level,_late_2000s	2012	0-1_scale	0.278
Netherlands	NLD	Income_inequality_Gini_coefficient,_level,_late_2000s	2013	0-1_scale	0.278
Netherlands	NLD	Poverty_rate_50%_of_children_(age_0-17)	2011	Ratio	0.079
Netherlands	NLD	Poverty_rate_50%_of_children_(age_0-17)	2012	Ratio	0.083
Netherlands	NLD	Poverty_rate_50%_of_children_(age_0-17)	2013	Ratio	0.085
Netherlands	NLD	Income_inequality_Gini_coefficient,_rank,_late_2000s	2011	0-1_scale	6.7
Netherlands	NLD	Income_inequality_Gini_coefficient,_rank,_late_2000s	2012	0-1_scale	6.6
Netherlands	NLD	Income_inequality_Gini_coefficient,_rank,_late_2000s	2013	0-1_scale	6.6
Netherlands	NLD	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2011	Interdecile_ratio_P90_P10	4.2
Netherlands	NLD	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2012	Interdecile_ratio_P90_P10	4.1
Netherlands	NLD	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2013	Interdecile_ratio_P90_P10	4.2
Netherlands	NLD	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2011	Number	3.3
Netherlands	NLD	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2012	Number	3.3
Netherlands	NLD	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2013	Number	3.3
Netherlands	NLD	Total_tax_revenue	2011	Percentage	38.56
Netherlands	NLD	Taxes_on_income_and_profits	2011	Percentage	10.338
Netherlands	NLD	Taxes_on_goods_and_services	2011	Percentage	11.567
Netherlands	NLD	Taxes_on_the_average_worker	2011	Percentage	38.034
Netherlands	NLD	Taxes_on_the_average_worker	2012	Percentage	38.801
Netherlands	NLD	Taxes_on_the_average_worker	2013	Percentage	37.017
Netherlands	NLD	Taxes_on_the_average_worker	2014	Percentage	37.709
Netherlands	NLD	Life_expectancy_at_birth_total	2011	Years	81.3
Netherlands	NLD	Life_expectancy_at_birth_total	2012	Years	81.2
Netherlands	NLD	Life_expectancy_at_birth_total	2013	Years	81.4
New_Zealand	NZL	Obesity_rate_among_the_adult_population	2012	Percentage	28.4
New_Zealand	NZL	Infant_mortality	2011	Deaths_per_1_000_live_births	5.2
New_Zealand	NZL	Population_levels	2011	Inhabitants	4384
New_Zealand	NZL	Population_levels	2012	Inhabitants	4408.1
New_Zealand	NZL	Population_levels	2013	Inhabitants	4442.1
New_Zealand	NZL	Population_levels	2014	Inhabitants	4509.7
New_Zealand	NZL	Total_fertility_rates	2011	Children	2.09
New_Zealand	NZL	Total_fertility_rates	2012	Children	2.1
New_Zealand	NZL	Total_fertility_rates	2013	Children	2.01
New_Zealand	NZL	Total_fertility_rates	2014	Children	1.92
New_Zealand	NZL	GDP_per_capita	2011	US_Dollar	32667.479
New_Zealand	NZL	GDP_per_capita	2012	US_Dollar	32991.256
New_Zealand	NZL	GDP_per_capita	2013	US_Dollar	36947.224
New_Zealand	NZL	GDP_per_capita	2014	US_Dollar	37509.402
New_Zealand	NZL	Gross_national_income_per_capita	2011	US_Dollar	31188.227
New_Zealand	NZL	Gross_national_income_per_capita	2012	US_Dollar	31626.173
New_Zealand	NZL	Gross_national_income_per_capita	2013	US_Dollar	35489.705
New_Zealand	NZL	Gross_national_income_per_capita	2014	US_Dollar	36036.918
New_Zealand	NZL	Real_household_disposable_income	2011	Growth_rate	3.4801227
New_Zealand	NZL	Real_household_disposable_income	2012	Growth_rate	2.1310267
New_Zealand	NZL	Real_household_disposable_income	2013	Growth_rate	2.7812357
New_Zealand	NZL	Income_inequality_Gini_coefficient,_level,_late_2000s	2011	0-1_scale	0.323
New_Zealand	NZL	Income_inequality_Gini_coefficient,_level,_late_2000s	2012	0-1_scale	0.333
New_Zealand	NZL	Poverty_rate_50%_of_children_(age_0-17)	2011	Ratio	0.083
New_Zealand	NZL	Poverty_rate_50%_of_children_(age_0-17)	2012	Ratio	0.091
New_Zealand	NZL	Income_inequality_Gini_coefficient,_rank,_late_2000s	2011	0-1_scale	8
New_Zealand	NZL	Income_inequality_Gini_coefficient,_rank,_late_2000s	2012	0-1_scale	8.2
New_Zealand	NZL	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2011	Interdecile_ratio_P90_P10	5.2
New_Zealand	NZL	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2012	Interdecile_ratio_P90_P10	5.3
New_Zealand	NZL	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2011	Number	4.2
New_Zealand	NZL	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2012	Number	4.2
New_Zealand	NZL	Total_tax_revenue	2011	Percentage	31.523
New_Zealand	NZL	Total_tax_revenue	2012	Percentage	32.879
New_Zealand	NZL	Taxes_on_income_and_profits	2011	Percentage	16.895
New_Zealand	NZL	Taxes_on_income_and_profits	2012	Percentage	17.956
New_Zealand	NZL	Taxes_on_goods_and_services	2011	Percentage	12.54
New_Zealand	NZL	Taxes_on_goods_and_services	2012	Percentage	12.813
New_Zealand	NZL	Taxes_on_the_average_worker	2011	Percentage	15.869
New_Zealand	NZL	Taxes_on_the_average_worker	2012	Percentage	16.388
New_Zealand	NZL	Taxes_on_the_average_worker	2013	Percentage	16.888
New_Zealand	NZL	Taxes_on_the_average_worker	2014	Percentage	17.247
New_Zealand	NZL	Life_expectancy_at_birth_total	2011	Years	81
